benchmark,cpu_lim,mem_lim,data_size,run_no,cpu_util
linpack,64,2048,4000,10,6390.113454395114
linpack,64,2048,1000,1,5469.81217824145
linpack,64,2048,1000,2,5673.15320401321
linpack,64,2048,1000,3,6242.00523514054
linpack,64,2048,1000,4,6342.802912443544
linpack,64,2048,1000,5,6376.7413119048
linpack,64,2048,1000,6,6402.4052659437375
linpack,64,2048,1000,7,6043.8724006528555
linpack,64,2048,1000,8,6367.29187257125
linpack,64,2048,1000,9,6270.871980220751
linpack,64,2048,1000,10,6119.475719746022
linpack,16,2048,1000,1,1697.8001121095208
linpack,16,2048,1000,2,1660.837481496567
linpack,16,2048,1000,3,1705.681846831752
linpack,16,2048,1000,4,1712.8186164404062
linpack,16,2048,1000,5,1685.720306061529
linpack,16,2048,1000,6,1697.7814601541456
linpack,16,2048,1000,7,1764.1890223682367
linpack,16,2048,1000,8,1688.7157765736806
linpack,16,2048,1000,9,1723.4331837994805
linpack,16,2048,1000,10,1704.4580014264127
linpack,48,2048,7000,1,4941.140120639544
linpack,48,2048,7000,2,4883.129457212776
linpack,48,2048,7000,3,4944.755825802656
linpack,48,2048,7000,4,4856.821102896901
linpack,48,2048,7000,5,4874.427745802069
linpack,48,2048,7000,6,4857.896321666535
linpack,48,2048,7000,7,4906.980672840639
linpack,48,2048,7000,8,4919.617183606817
linpack,48,2048,7000,9,4877.988198266898
linpack,48,2048,7000,10,4869.800838330835
linpack,32,2048,1000,1,3369.4357799453387
linpack,32,2048,1000,2,3227.1795107465186
linpack,32,2048,1000,3,3332.4166996433555
linpack,32,2048,1000,4,3252.384998561951
linpack,32,2048,1000,5,3258.50451202501
linpack,32,2048,1000,6,3313.772774789082
linpack,32,2048,1000,7,3331.270554676525
linpack,32,2048,1000,8,3262.759757463108
linpack,32,2048,1000,9,3380.0688186196226
linpack,32,2048,1000,10,3259.755263922342
linpack,64,2048,5000,1,6396.946371407223
linpack,64,2048,5000,2,6347.224562425002
linpack,64,2048,5000,3,6380.021423847547
linpack,64,2048,5000,4,6351.913263276307
linpack,64,2048,5000,5,6377.165266283567
linpack,64,2048,5000,6,6352.012079475491
linpack,64,2048,5000,7,6394.376551725864
linpack,64,2048,5000,8,6380.720441997808
linpack,64,2048,5000,9,6095.185712231884
linpack,64,2048,5000,10,6204.6742302468065
linpack,32,2048,500,1,2125.493296426517
linpack,32,2048,500,2,2935.3530084016993
linpack,32,2048,500,3,2838.882634669972
linpack,32,2048,500,4,2485.214336681324
linpack,32,2048,500,5,3461.359106687403
linpack,32,2048,500,6,2201.1243552268907
linpack,32,2048,500,7,3210.924990459735
linpack,32,2048,500,8,2231.076926896552
linpack,32,2048,500,9,2504.0579043848115
linpack,32,2048,500,10,3305.311447376414
linpack,48,2048,1000,1,4671.322574343355
linpack,48,2048,1000,2,4929.476695626334
linpack,48,2048,1000,3,4908.572088832808
linpack,48,2048,1000,4,4830.786740987732
linpack,48,2048,1000,5,4858.88446704738
linpack,48,2048,1000,6,4896.9229462504945
linpack,48,2048,1000,7,4845.6458564342065
linpack,48,2048,1000,8,4945.310492824037
linpack,48,2048,1000,9,4834.624260199356
linpack,48,2048,1000,10,4965.076824269592
linpack,48,2048,3000,1,4911.213906086957
linpack,48,2048,3000,2,4881.737981374359
linpack,48,2048,3000,3,4913.465771802552
linpack,48,2048,3000,4,4897.9279624631945
linpack,48,2048,3000,5,4853.087807677277
linpack,48,2048,3000,6,4911.656479135135
linpack,48,2048,3000,7,4874.036094040403
linpack,48,2048,3000,8,4937.029559803206
linpack,48,2048,3000,9,4881.804670585804
linpack,48,2048,3000,10,4936.197812563818
linpack,64,2048,8000,1,6324.151290590988
linpack,64,2048,8000,2,6330.157772212973
linpack,64,2048,8000,3,6249.278986821717
linpack,64,2048,8000,4,6396.264901485714
linpack,64,2048,8000,5,6375.364909513775
linpack,64,2048,8000,6,6269.5087872906015
linpack,64,2048,8000,7,6366.711471350165
linpack,64,2048,8000,8,6384.296015734419
linpack,64,2048,8000,9,6356.796402035274
linpack,64,2048,8000,10,6394.283372658268
linpack,32,2048,5000,1,3368.3750379182156
linpack,32,2048,5000,2,3320.434570456227
linpack,32,2048,5000,3,3386.8939904228414
linpack,32,2048,5000,4,3331.5280503069766
linpack,32,2048,5000,5,3328.0889295974625
linpack,32,2048,5000,6,3329.4427150243905
linpack,32,2048,5000,7,3344.9753825265893
linpack,32,2048,5000,8,3350.840062274473
linpack,32,2048,5000,9,3334.8005114020984
linpack,32,2048,5000,10,3317.9150456004827
linpack,48,2048,2000,1,4894.4783661570145
linpack,48,2048,2000,2,4869.804581048636
linpack,48,2048,2000,3,4932.760590782898
linpack,48,2048,2000,4,4971.292098635024
linpack,48,2048,2000,5,4861.476107539739
linpack,48,2048,2000,6,4933.790639366086
linpack,48,2048,2000,7,4896.993310447194
linpack,48,2048,2000,8,4859.666839351009
linpack,48,2048,2000,9,4859.140055721267
linpack,48,2048,2000,10,4969.357592356647
linpack,32,2048,8000,1,3258.7722638828773
linpack,32,2048,8000,2,3396.8033541657455
linpack,32,2048,8000,3,3257.7441628074594
linpack,32,2048,8000,4,3246.014465035287
linpack,32,2048,8000,5,3262.4807832745587
linpack,32,2048,8000,6,3288.1617518140715
linpack,32,2048,8000,7,3249.9066735182114
linpack,32,2048,8000,8,3253.171975209845
linpack,32,2048,8000,9,3275.5423259097042
linpack,32,2048,8000,10,3251.276491483011
linpack,80,2048,3000,1,6373.597957551276
linpack,80,2048,3000,2,6375.1678853566955
linpack,80,2048,3000,3,6388.154343562633
linpack,80,2048,3000,4,6100.439161741865
linpack,80,2048,3000,5,6356.910304262808
linpack,80,2048,3000,6,6375.510414211102
linpack,80,2048,3000,7,6322.374912580772
linpack,80,2048,3000,8,6375.641162002656
linpack,80,2048,3000,9,6363.519833143933
linpack,80,2048,3000,10,6309.770981437745
linpack,48,2048,6000,1,4914.87453846325
linpack,48,2048,6000,2,4893.877991346184
linpack,48,2048,6000,3,4936.866442941739
linpack,48,2048,6000,4,4840.406825574545
linpack,48,2048,6000,5,4917.920475082982
linpack,48,2048,6000,6,4895.913570405212
linpack,48,2048,6000,7,4912.689392446135
linpack,48,2048,6000,8,4907.598456530208
linpack,48,2048,6000,9,4861.913092833989
linpack,48,2048,6000,10,4873.577594699897
linpack,16,2048,500,1,1597.8688104770815
linpack,16,2048,500,2,1641.9079861240664
linpack,16,2048,500,3,1679.7234231941263
linpack,16,2048,500,4,1586.4880195091835
linpack,16,2048,500,5,1584.0743278324705
linpack,16,2048,500,6,1667.7756073685823
linpack,16,2048,500,7,1654.74481644053
linpack,16,2048,500,8,1600.7293536845395
linpack,16,2048,500,9,1700.9595806015961
linpack,16,2048,500,10,1587.0033638770612
linpack,16,2048,2000,1,1708.602940171355
linpack,16,2048,2000,2,1728.0964593512767
linpack,16,2048,2000,3,1712.481221221014
linpack,16,2048,2000,4,1706.5805805817906
linpack,16,2048,2000,5,1689.8141860172007
linpack,16,2048,2000,6,1715.1472204758604
linpack,16,2048,2000,7,1673.3086726258691
linpack,16,2048,2000,8,1723.6118293661536
linpack,16,2048,2000,9,1722.1022324274809
linpack,16,2048,2000,10,1715.5324115098128
linpack,64,2048,500,1,4302.553133393609
linpack,64,2048,500,2,4367.321044951343
linpack,64,2048,500,3,4549.29287292085
linpack,64,2048,500,4,4135.706194722179
linpack,64,2048,500,5,3348.2468656832834
linpack,64,2048,500,6,2842.173357345202
linpack,64,2048,500,7,2312.84407247352
linpack,64,2048,500,8,2827.8956472395794
linpack,64,2048,500,9,3570.710867935413
linpack,64,2048,500,10,3589.3623899686518
linpack,48,2048,5000,1,4952.030164120692
linpack,48,2048,5000,2,4897.349876564957
linpack,48,2048,5000,3,4868.56535450459
linpack,48,2048,5000,4,4869.090126865624
linpack,48,2048,5000,5,4867.848681291137
linpack,48,2048,5000,6,4934.041109453765
linpack,48,2048,5000,7,4953.815853360695
linpack,48,2048,5000,8,4889.083700747813
linpack,48,2048,5000,9,4913.257585771026
linpack,48,2048,5000,10,4916.262450663917
linpack,32,2048,7000,1,3432.0628097995545
linpack,32,2048,7000,2,3234.427342194318
linpack,32,2048,7000,3,3399.5707208035155
linpack,32,2048,7000,4,3288.5814392168627
linpack,32,2048,7000,5,3267.538112509257
linpack,32,2048,7000,6,3297.9216771643805
linpack,32,2048,7000,7,3272.7267637761015
linpack,32,2048,7000,8,3245.6761556890406
linpack,32,2048,7000,9,3289.597992577711
linpack,32,2048,7000,10,3243.4761488572335
linpack,80,2048,500,1,4793.881984118831
linpack,80,2048,500,2,4547.501281296759
linpack,80,2048,500,3,4329.2361268415725
linpack,80,2048,500,4,3892.3188620438873
linpack,80,2048,500,5,3383.8988412455874
linpack,80,2048,500,6,3877.258434233081
linpack,80,2048,500,7,3266.867096696847
linpack,80,2048,500,8,2808.041400249066
linpack,80,2048,500,9,2620.3335052918715
linpack,80,2048,500,10,3109.100798395739
linpack,16,2048,6000,1,1708.977437302142
linpack,16,2048,6000,2,1737.0505531662939
linpack,16,2048,6000,3,1729.368007518681
linpack,16,2048,6000,4,1712.049707155515
linpack,16,2048,6000,5,1707.6128566789666
linpack,16,2048,6000,6,1700.8711191177604
linpack,16,2048,6000,7,1691.576664365981
linpack,16,2048,6000,8,1687.3530611144233
linpack,16,2048,6000,9,1705.0715206841783
linpack,16,2048,6000,10,1720.7251600337709
linpack,48,2048,4000,1,4945.966805472312
linpack,48,2048,4000,2,4865.437908154248
linpack,48,2048,4000,3,4880.585593988476
linpack,48,2048,4000,4,4888.849387409753
linpack,48,2048,4000,5,4849.449133319656
linpack,48,2048,4000,6,4879.942181655369
linpack,48,2048,4000,7,4900.093211109702
linpack,48,2048,4000,8,4907.0550240582
linpack,48,2048,4000,9,4874.829991637082
linpack,48,2048,4000,10,4901.646858516932
linpack,96,2048,2000,1,5881.061134497404
linpack,96,2048,2000,2,6053.020302984087
linpack,96,2048,2000,3,6202.7949600879265
linpack,96,2048,2000,4,6321.005157479281
linpack,96,2048,2000,5,6364.7736660321425
linpack,96,2048,2000,6,6363.310197865749
linpack,96,2048,2000,7,5997.703654674444
linpack,96,2048,2000,8,6257.19838633595
linpack,96,2048,2000,9,6376.291796789872
linpack,96,2048,2000,10,6369.244591659468
linpack,48,2048,500,1,3876.0520219676764
linpack,48,2048,500,2,2042.00214685069
linpack,48,2048,500,3,2897.2202797093205
linpack,48,2048,500,4,4347.365329043205
linpack,48,2048,500,5,3643.3140619849028
linpack,48,2048,500,6,3446.6228737124484
linpack,48,2048,500,7,2791.518529096338
linpack,48,2048,500,8,4037.2349592049454
linpack,48,2048,500,9,3849.236710470082
linpack,48,2048,500,10,2247.4299979519296
linpack,16,2048,4000,1,1718.577306535142
linpack,16,2048,4000,2,1695.355184985924
linpack,16,2048,4000,3,1701.6839431756398
linpack,16,2048,4000,4,1733.10630928599
linpack,16,2048,4000,5,1702.47938995473
linpack,16,2048,4000,6,1666.052720631369
linpack,16,2048,4000,7,1702.5402812172597
linpack,16,2048,4000,8,1720.4414616876668
linpack,16,2048,4000,9,1718.8397500808296
linpack,16,2048,4000,10,1698.6965220869834
linpack,80,2048,5000,1,6386.69945261577
linpack,80,2048,5000,2,6367.305802914651
linpack,80,2048,5000,3,6369.026930087829
linpack,80,2048,5000,4,6301.833463033064
linpack,80,2048,5000,5,6368.864959647522
linpack,80,2048,5000,6,6364.445642152621
linpack,80,2048,5000,7,6347.922599582975
linpack,80,2048,5000,8,6087.296779021132
linpack,80,2048,5000,9,6088.514002948032
linpack,80,2048,5000,10,6335.095097343202
linpack,64,2048,2000,1,6127.417735716419
linpack,64,2048,2000,2,6132.554136559546
linpack,64,2048,2000,3,6316.693218967003
linpack,64,2048,2000,4,6312.501462458336
linpack,64,2048,2000,5,6268.100609913454
linpack,64,2048,2000,6,6271.303503413874
linpack,64,2048,2000,7,6105.570261131599
linpack,64,2048,2000,8,6283.399706645719
linpack,64,2048,2000,9,6361.435834103348
linpack,64,2048,2000,10,6359.868166293117
linpack,96,2048,8000,1,6357.657238589412
linpack,96,2048,8000,2,6367.709164366373
linpack,96,2048,8000,3,6224.2148208446715
linpack,96,2048,8000,4,6373.21355784222
linpack,96,2048,8000,5,6348.010504031372
linpack,96,2048,8000,6,6328.969881363779
linpack,96,2048,8000,7,6372.612953295809
linpack,96,2048,8000,8,6365.717961197304
linpack,96,2048,8000,9,6377.1556830509535
linpack,96,2048,8000,10,6390.92989095007
linpack,96,2048,7000,1,6264.362368996932
linpack,96,2048,7000,2,6333.221073392718
linpack,96,2048,7000,3,6345.8441009407725
linpack,96,2048,7000,4,6373.877414356096
linpack,96,2048,7000,5,6388.300122859378
linpack,96,2048,7000,6,6157.894296879666
linpack,96,2048,7000,7,6351.5548867529615
linpack,96,2048,7000,8,6237.2497219717425
linpack,96,2048,7000,9,6387.217381327886
linpack,96,2048,7000,10,6372.197525868291
linpack,32,2048,6000,1,3283.0852524231873
linpack,32,2048,6000,2,3340.5668869073593
linpack,32,2048,6000,3,3361.035919760055
linpack,32,2048,6000,4,3424.0268756013747
linpack,32,2048,6000,5,3331.807656161432
linpack,32,2048,6000,6,3318.515499415205
linpack,32,2048,6000,7,3333.133953379523
linpack,32,2048,6000,8,3335.329258714518
linpack,32,2048,6000,9,3321.5039935050354
linpack,32,2048,6000,10,3308.2561632723364
linpack,64,2048,3000,1,6269.509420538335
linpack,64,2048,3000,2,6371.037918063861
linpack,64,2048,3000,3,6360.827684865118
linpack,64,2048,3000,4,6115.989098775896
linpack,64,2048,3000,5,6389.851690944789
linpack,64,2048,3000,6,6372.260255554513
linpack,64,2048,3000,7,6383.578082310107
linpack,64,2048,3000,8,6378.929512313345
linpack,64,2048,3000,9,6380.304262255639
linpack,64,2048,3000,10,6381.882306776912
linpack,16,2048,7000,1,1667.8815908769757
linpack,16,2048,7000,2,1746.909525913339
linpack,16,2048,7000,3,1720.4739574254702
linpack,16,2048,7000,4,1681.9197327829972
linpack,16,2048,7000,5,1694.6220756726511
linpack,16,2048,7000,6,1721.5020071592473
linpack,16,2048,7000,7,1717.7465473344498
linpack,16,2048,7000,8,1708.4557436728467
linpack,16,2048,7000,9,1714.714916763164
linpack,16,2048,7000,10,1707.4332524963904
linpack,96,2048,1000,1,5529.8968371343835
linpack,96,2048,1000,2,4462.167735052681
linpack,96,2048,1000,3,5868.176306231417
linpack,96,2048,1000,4,6322.2945290789885
linpack,96,2048,1000,5,5688.131321170396
linpack,96,2048,1000,6,6038.9348056281715
linpack,96,2048,1000,7,5576.975746424586
linpack,96,2048,1000,8,5159.475286633841
linpack,96,2048,1000,9,4812.165984796722
linpack,96,2048,1000,10,5552.043122257053
linpack,96,2048,3000,1,6145.076810520204
linpack,96,2048,3000,2,6362.372222532178
linpack,96,2048,3000,3,6386.70942582072
linpack,96,2048,3000,4,6028.404401723
linpack,96,2048,3000,5,6284.085802482974
linpack,96,2048,3000,6,6312.413869647539
linpack,96,2048,3000,7,6361.102998147276
linpack,96,2048,3000,8,6372.179452756706
linpack,96,2048,3000,9,6390.817498607416
linpack,96,2048,3000,10,6132.928137793505
linpack,96,2048,500,1,5276.109384945699
linpack,96,2048,500,2,3347.228344949786
linpack,96,2048,500,3,3799.106434824924
linpack,96,2048,500,4,3710.8111423081723
linpack,96,2048,500,5,2643.78215230999
linpack,96,2048,500,6,3105.494085921762
linpack,96,2048,500,7,2634.201527839463
linpack,96,2048,500,8,3485.1886285215223
linpack,96,2048,500,9,4012.765077701868
linpack,96,2048,500,10,3691.4103827314702
linpack,64,2048,7000,1,6374.087402316335
linpack,64,2048,7000,2,6309.560046829268
linpack,64,2048,7000,3,6222.68309639779
linpack,64,2048,7000,4,6381.340564806894
linpack,64,2048,7000,5,6381.686285143618
linpack,64,2048,7000,6,6206.6457241112075
linpack,64,2048,7000,7,6342.214313357221
linpack,64,2048,7000,8,6267.102928547223
linpack,64,2048,7000,9,6248.202891643633
linpack,64,2048,7000,10,6380.230850980822
linpack,80,2048,7000,1,6353.033933519719
linpack,80,2048,7000,2,6358.597253580844
linpack,80,2048,7000,3,6134.33253952672
linpack,80,2048,7000,4,6378.654911799687
linpack,80,2048,7000,5,6345.268443924011
linpack,80,2048,7000,6,6334.09039576242
linpack,80,2048,7000,7,6363.226348469484
linpack,80,2048,7000,8,6363.473823030303
linpack,80,2048,7000,9,6378.506475436788
linpack,80,2048,7000,10,6377.49641126417
linpack,80,2048,6000,1,6269.90929563073
linpack,80,2048,6000,2,6362.782752642267
linpack,80,2048,6000,3,6359.254476333045
linpack,80,2048,6000,4,6383.102037153136
linpack,80,2048,6000,5,6365.671563709273
linpack,80,2048,6000,6,6393.648117366771
linpack,80,2048,6000,7,6368.508384924278
linpack,80,2048,6000,8,6117.209752088189
linpack,80,2048,6000,9,6361.407173904986
linpack,80,2048,6000,10,6390.616371280125
linpack,16,2048,8000,1,1710.0465749432215
linpack,16,2048,8000,2,1713.203905780751
linpack,16,2048,8000,3,1715.5542155271178
linpack,16,2048,8000,4,1717.0159613148737
linpack,16,2048,8000,5,1714.2283271492292
linpack,16,2048,8000,6,1732.246513503852
linpack,16,2048,8000,7,1712.2020658927347
linpack,16,2048,8000,8,1705.5888498575325
linpack,16,2048,8000,9,1709.1881985938344
linpack,16,2048,8000,10,1714.6302790318864
