benchmark,cpu_lim,mem_lim,data_size,run_no,exec_time,mem_usage,mem_util,cpu_util
matmult,48,2048,4000,1,0.8146722316741943,411.2265625,20.079421997070312,1543.902791573994
matmult,48,2048,4000,2,0.7109951972961426,411.2265625,20.079421997070312,1851.3057819924336
matmult,48,2048,4000,3,0.5890247821807861,411.3046875,20.083236694335938,3161.100490704447
matmult,48,2048,4000,4,0.5384275913238525,413.0546875,20.168685913085938,1880.7840815189877
matmult,48,2048,4000,5,0.4341382980346679,413.0546875,20.168685913085938,2554.063793626861
matmult,48,2048,4000,6,0.6273863315582275,413.0546875,20.168685913085938,2590.79099834556
matmult,48,2048,4000,7,0.6159303188323975,413.109375,20.171356201171875,2649.168547886813
matmult,48,2048,4000,8,0.4720721244812011,413.109375,20.171356201171875,2937.2723786075053
matmult,48,2048,4000,9,0.5322151184082031,413.109375,20.171356201171875,1902.2413167134143
matmult,48,2048,4000,10,0.56121826171875,413.109375,20.171356201171875,3233.8176165735035
matmult,64,2048,8000,1,1.3326416015625,1525.9375,74.5086669921875,5672.7463504491725
matmult,64,2048,8000,2,2.822096586227417,1525.9375,74.5086669921875,4598.598173768378
matmult,64,2048,8000,3,2.554530143737793,1525.9375,74.5086669921875,5190.6561720321615
matmult,64,2048,8000,4,3.4653542041778564,1526.265625,74.52468872070312,3523.6597868329177
matmult,64,2048,8000,5,2.840132236480713,1526.265625,74.52468872070312,4693.027835565005
matmult,64,2048,8000,6,1.3057332038879397,1526.265625,74.52468872070312,6427.655601144114
matmult,64,2048,8000,7,1.493457555770874,1526.265625,74.52468872070312,6285.9298467342605
matmult,64,2048,8000,8,2.1861889362335205,1526.265625,74.52468872070312,5666.237168957759
matmult,64,2048,8000,9,1.710224151611328,1526.625,74.542236328125,6070.493068510975
matmult,64,2048,8000,10,2.043470859527588,1526.625,74.542236328125,5714.580617914149
matmult,48,2048,1000,1,0.0262188911437988,56.890625,2.777862548828125,983.945290548892
matmult,48,2048,1000,2,0.0211379528045654,56.890625,2.777862548828125,200.88873451602865
matmult,48,2048,1000,3,0.0202581882476806,56.890625,2.777862548828125,217.5096022594991
matmult,48,2048,1000,4,0.0222375392913818,56.890625,2.777862548828125,209.7551221
matmult,48,2048,1000,5,0.03515625,56.890625,2.777862548828125,396.451256047638
matmult,48,2048,1000,6,0.0154840946197509,56.890625,2.777862548828125,330.6950433873134
matmult,48,2048,1000,7,0.0214724540710449,56.96484375,2.7814865112304688,282.9129044402277
matmult,48,2048,1000,8,0.0296015739440917,57.1484375,2.7904510498046875,412.9320014634535
matmult,48,2048,1000,9,0.0135846138000488,57.23828125,2.794837951660156,383.94213882868775
matmult,48,2048,1000,10,0.0201466083526611,57.40234375,2.8028488159179688,406.6110925429608
matmult,32,2048,6000,1,1.700065851211548,876.453125,42.79556274414063,3049.370959656867
matmult,32,2048,6000,2,1.4973363876342771,876.5234375,42.79899597167969,2731.6080662891204
matmult,32,2048,6000,3,1.5500333309173584,876.90625,42.81768798828125,3140.2627525483413
matmult,32,2048,6000,4,1.695322036743164,878.3671875,42.88902282714844,3239.4805493670888
matmult,32,2048,6000,5,1.512505292892456,878.3671875,42.88902282714844,3063.325864831039
matmult,32,2048,6000,6,1.6007695198059082,878.3671875,42.88902282714844,3243.059440387025
matmult,32,2048,6000,7,1.4619760513305664,878.3671875,42.88902282714844,3258.3825588416744
matmult,32,2048,6000,8,1.655686855316162,878.3671875,42.88902282714844,3305.24330703561
matmult,32,2048,6000,9,1.6156070232391355,878.3671875,42.88902282714844,3314.2749454568448
matmult,32,2048,6000,10,1.7562148571014404,878.3671875,42.88902282714844,3233.9069340272927
matmult,64,2048,7000,1,1.9343132972717283,1178.7578125,57.55653381347656,4579.9840717789775
matmult,64,2048,7000,2,2.4482829570770264,1178.7578125,57.55653381347656,3582.1776871773254
matmult,64,2048,7000,3,2.029672145843506,1178.7578125,57.55653381347656,5167.406979954407
matmult,64,2048,7000,4,1.8599622249603271,1179.0,57.568359375,5421.336111809643
matmult,64,2048,7000,5,2.1499364376068115,1179.0,57.568359375,4784.152907416216
matmult,64,2048,7000,6,1.003990888595581,1179.4453125,57.59010314941406,4073.236159949535
matmult,64,2048,7000,7,1.0272979736328125,1179.4453125,57.59010314941406,6364.919459835962
matmult,64,2048,7000,8,1.2883310317993164,1179.4453125,57.59010314941406,4888.448648879079
matmult,64,2048,7000,9,1.6759848594665527,1179.4453125,57.59010314941406,5561.956815853301
matmult,64,2048,7000,10,0.9111053943634032,1179.4453125,57.59010314941406,3572.871646664036
matmult,32,2048,3000,1,0.4645779132843017,245.61328125,11.992835998535156,1248.7485800766628
matmult,32,2048,3000,2,0.5047972202301025,245.61328125,11.992835998535156,575.9630822289113
matmult,32,2048,3000,3,0.398508071899414,246.3203125,12.027359008789062,1104.0351599910375
matmult,32,2048,3000,4,0.5102167129516602,246.5078125,12.036514282226562,833.792154083932
matmult,32,2048,3000,5,0.3914148807525635,246.88671875,12.055015563964844,1099.384233408844
matmult,32,2048,3000,6,0.387315034866333,247.1953125,12.070083618164062,853.1680818373682
matmult,32,2048,3000,7,0.3847434520721435,247.35546875,12.077903747558594,1305.0009575313404
matmult,32,2048,3000,8,0.425053596496582,247.35546875,12.077903747558594,1614.4207220715462
matmult,32,2048,3000,9,0.4254810810089111,247.95703125,12.107276916503906,1842.9903095411464
matmult,32,2048,3000,10,0.4251022338867187,247.95703125,12.107276916503906,1870.761456615709
matmult,16,2048,5000,1,1.848876953125,621.45703125,30.344581604003903,1595.735808
matmult,16,2048,5000,2,1.657722234725952,621.45703125,30.344581604003903,1604.96324792779
matmult,16,2048,5000,3,1.527204513549805,621.45703125,30.344581604003903,1609.7745536288503
matmult,16,2048,5000,4,1.8609037399291992,621.60546875,30.351829528808597,1592.7077720345176
matmult,16,2048,5000,5,1.616447687149048,621.7578125,30.35926818847656,1672.1362848448632
matmult,16,2048,5000,6,1.7424566745758057,621.7578125,30.35926818847656,1579.8835754650363
matmult,16,2048,5000,7,1.7742063999176023,622.51171875,30.396080017089844,1599.005968498795
matmult,16,2048,5000,8,1.7072014808654783,622.51171875,30.396080017089844,1563.7428243397253
matmult,16,2048,5000,9,1.7979614734649658,622.51171875,30.396080017089844,1686.4570961050194
matmult,16,2048,5000,10,1.811925172805786,622.65625,30.40313720703125,1584.034058343634
matmult,48,2048,8000,1,2.4990122318267822,1524.65234375,74.44591522216797,4859.967243027009
matmult,48,2048,8000,2,2.7807979583740234,1526.06640625,74.51496124267578,4420.584844221105
matmult,48,2048,8000,3,2.435124158859253,1526.06640625,74.51496124267578,4912.23313853882
matmult,48,2048,8000,4,3.4570205211639404,1526.06640625,74.51496124267578,3344.750278280374
matmult,48,2048,8000,5,2.986787796020508,1526.06640625,74.51496124267578,4581.953532258416
matmult,48,2048,8000,6,1.6686041355133057,1526.06640625,74.51496124267578,4839.587792577645
matmult,48,2048,8000,7,2.198971748352051,1526.375,74.530029296875,4874.800509700599
matmult,48,2048,8000,8,2.389273405075073,1526.375,74.530029296875,4765.561491963118
matmult,48,2048,8000,9,1.7434842586517334,1526.5234375,74.53727722167969,4835.09037851198
matmult,48,2048,8000,10,3.417428970336914,1526.5234375,74.53727722167969,3808.4341954658535
matmult,80,2048,6000,1,1.4076080322265625,875.43359375,42.74578094482422,3796.6528173474335
matmult,80,2048,6000,2,1.594577074050903,876.2890625,42.78755187988281,4075.7819054133206
matmult,80,2048,6000,3,1.2310476303100586,878.03125,42.87261962890625,4248.952147900009
matmult,80,2048,6000,4,1.0591044425964355,878.03125,42.87261962890625,6059.18409217364
matmult,80,2048,6000,5,1.4035887718200684,878.03125,42.87261962890625,3447.927961652269
matmult,80,2048,6000,6,1.5323097705841064,878.03125,42.87261962890625,4750.467912900001
matmult,80,2048,6000,7,0.7633709907531738,878.03125,42.87261962890625,3838.916691185908
matmult,80,2048,6000,8,0.8657863140106201,878.03125,42.87261962890625,4658.387823135373
matmult,80,2048,6000,9,1.4654748439788818,878.03125,42.87261962890625,4673.878263858657
matmult,80,2048,6000,10,0.8775322437286377,878.03125,42.87261962890625,4097.768262093078
matmult,16,2048,4000,1,1.1024982929229736,412.6328125,20.14808654785156,1616.4583027431577
matmult,16,2048,4000,2,1.0725822448730469,412.6328125,20.14808654785156,1218.7863282997832
matmult,16,2048,4000,3,0.926116943359375,412.6328125,20.14808654785156,1252.106616978903
matmult,16,2048,4000,4,0.9669625759124756,412.6328125,20.14808654785156,1431.0835712079702
matmult,16,2048,4000,5,0.9054515361785888,412.6328125,20.14808654785156,1042.4413918766695
matmult,16,2048,4000,6,0.9946489334106444,412.6328125,20.14808654785156,1367.8182403877026
matmult,16,2048,4000,7,0.7633926868438721,412.6328125,20.14808654785156,1144.3288908266993
matmult,16,2048,4000,8,1.203563928604126,412.6328125,20.14808654785156,1620.3078011466268
matmult,16,2048,4000,9,0.9267895221710204,412.6328125,20.14808654785156,1023.8781437484884
matmult,16,2048,4000,10,0.9904012680053712,412.6328125,20.14808654785156,1616.7758910318948
matmult,16,2048,6000,1,2.90320348739624,875.6015625,42.75398254394531,1692.4798607485634
matmult,16,2048,6000,2,2.649237155914306,875.74609375,42.76103973388672,1680.8752921334171
matmult,16,2048,6000,3,2.5809760093688965,876.37109375,42.79155731201172,1703.9374356809517
matmult,16,2048,6000,4,2.4796290397644043,876.37109375,42.79155731201172,1626.8841139454696
matmult,16,2048,6000,5,2.4646902084350586,877.08984375,42.82665252685547,1601.2395927702964
matmult,16,2048,6000,6,3.142308235168457,877.08984375,42.82665252685547,1600.312483572587
matmult,16,2048,6000,7,2.6995975971221924,877.08984375,42.82665252685547,1661.9638753137558
matmult,16,2048,6000,8,2.7420554161071777,877.08984375,42.82665252685547,1696.3720247233216
matmult,16,2048,6000,9,2.93816351890564,877.08984375,42.82665252685547,1689.9373031800424
matmult,16,2048,6000,10,2.4216530323028564,877.08984375,42.82665252685547,1603.3840464233576
matmult,32,2048,1000,1,0.0516512393951416,55.3828125,2.7042388916015625,168.87485115817935
matmult,32,2048,1000,2,0.0288329124450683,55.3828125,2.7042388916015625,180.39397674032733
matmult,32,2048,1000,3,0.0314729213714599,55.3828125,2.7042388916015625,224.3172405524609
matmult,32,2048,1000,4,0.0368192195892334,55.5234375,2.7111053466796875,345.5924937582682
matmult,32,2048,1000,5,0.0493891239166259,55.5234375,2.7111053466796875,374.8568245961958
matmult,32,2048,1000,6,0.0304288864135742,55.5234375,2.7111053466796875,354.1441003487673
matmult,32,2048,1000,7,0.0185344219207763,55.8125,2.7252197265625,313.8497778046934
matmult,32,2048,1000,8,0.0144171714782714,56.0859375,2.7385711669921875,381.3668537678585
matmult,32,2048,1000,9,0.0169470310211181,56.27734375,2.7479171752929688,387.2304822584018
matmult,32,2048,1000,10,0.0212287902832031,56.27734375,2.7479171752929688,303.402955665017
matmult,32,2048,500,1,0.0313556194305419,36.0,1.7578125,149.8459043943747
matmult,32,2048,500,2,0.019197940826416,36.0,1.7578125,146.36146788427595
matmult,32,2048,500,3,0.0167992115020751,36.0,1.7578125,162.5058236355353
matmult,32,2048,500,4,0.0047481060028076,36.0,1.7578125,169.32396771875722
matmult,32,2048,500,5,0.0057253837585449,36.0,1.7578125,157.31691611182063
matmult,32,2048,500,6,0.0076885223388671,36.0,1.7578125,168.21065062419416
matmult,32,2048,500,7,0.0099060535430908,36.0,1.7578125,164.196868149265
matmult,32,2048,500,8,0.0060887336730957,36.0,1.7578125,169.6670543448276
matmult,32,2048,500,9,0.0068452358245849,36.0,1.7578125,173.5182030299794
matmult,32,2048,500,10,0.0081729888916015,36.0,1.7578125,162.3274284325589
matmult,96,2048,5000,1,1.4304590225219729,618.73828125,30.21183013916016,1900.76843750038
matmult,96,2048,5000,2,0.9906201362609864,618.73828125,30.21183013916016,2401.9876835477
matmult,96,2048,5000,3,1.1693663597106934,620.47265625,30.29651641845703,3136.229167337278
matmult,96,2048,5000,4,0.7077271938323975,621.40625,30.34210205078125,4538.838605041699
matmult,96,2048,5000,5,1.2208878993988037,622.04296875,30.373191833496094,2705.810530387911
matmult,96,2048,5000,6,1.0333232879638672,622.04296875,30.373191833496094,4263.211732495681
matmult,96,2048,5000,7,0.9375202655792236,622.8125,30.4107666015625,4323.40578619307
matmult,96,2048,5000,8,0.5287361145019531,622.8125,30.4107666015625,4099.4289876313305
matmult,96,2048,5000,9,0.6685388088226318,622.8125,30.4107666015625,3263.866105502128
matmult,96,2048,5000,10,1.0299663543701172,622.8125,30.4107666015625,2752.4589764687357
matmult,48,2048,3000,1,0.6250150203704834,245.34765625,11.979866027832031,767.575044783929
matmult,48,2048,3000,2,0.7064337730407715,245.34765625,11.979866027832031,801.6462570668326
matmult,48,2048,3000,3,0.4690048694610595,245.50390625,11.98749542236328,580.978532468828
matmult,48,2048,3000,4,0.4197785854339599,246.546875,12.038421630859377,1195.6954107768595
matmult,48,2048,3000,5,0.3147933483123779,248.3671875,12.127304077148438,2210.7016959388925
matmult,48,2048,3000,6,0.2643535137176513,248.3671875,12.127304077148438,1392.9936716147308
matmult,48,2048,3000,7,0.3930606842041015,248.9765625,12.157058715820312,2347.167000689328
matmult,48,2048,3000,8,0.346644639968872,248.9765625,12.157058715820312,2245.6969350849736
matmult,48,2048,3000,9,0.2766642570495605,248.9765625,12.157058715820312,2028.1608824919576
matmult,48,2048,3000,10,0.2879223823547363,248.9765625,12.157058715820312,2050.87970592122
matmult,64,2048,6000,1,1.743424415588379,873.734375,42.66281127929688,3669.826867540266
matmult,64,2048,6000,2,1.562575101852417,876.96875,42.82073974609375,4461.202887447692
matmult,64,2048,6000,3,1.1864843368530271,876.96875,42.82073974609375,3748.175763501218
matmult,64,2048,6000,4,0.8928194046020508,876.96875,42.82073974609375,4140.842708511915
matmult,64,2048,6000,5,1.7282629013061523,876.96875,42.82073974609375,3238.800293221132
matmult,64,2048,6000,6,1.507322072982788,878.00390625,42.87128448486328,4504.673727773851
matmult,64,2048,6000,7,0.7435963153839111,878.00390625,42.87128448486328,2988.137363142452
matmult,64,2048,6000,8,0.8502354621887207,878.00390625,42.87128448486328,3712.508248153712
matmult,64,2048,6000,9,1.1490004062652588,878.00390625,42.87128448486328,5516.76162497954
matmult,64,2048,6000,10,0.9642484188079834,878.00390625,42.87128448486328,5088.254271849175
matmult,64,2048,500,1,0.0114951133728027,35.59375,1.73797607421875,823.4406259931806
matmult,64,2048,500,2,0.0095183849334716,35.59375,1.73797607421875,178.77105993982582
matmult,64,2048,500,3,0.0064570903778076,35.59375,1.73797607421875,176.26314992989165
matmult,64,2048,500,4,0.0066273212432861,35.59375,1.73797607421875,111.7843471509
matmult,64,2048,500,5,0.0111048221588134,35.59375,1.73797607421875,182.51428205103744
matmult,64,2048,500,6,0.0075788497924804,35.59375,1.73797607421875,174.06486347275032
matmult,64,2048,500,7,0.0102603435516357,35.59375,1.73797607421875,179.3764504572248
matmult,64,2048,500,8,0.0162408351898193,35.59375,1.73797607421875,189.92151417478803
matmult,64,2048,500,9,0.0109987258911132,35.59375,1.73797607421875,181.09172449749343
matmult,64,2048,500,10,0.0094645023345947,35.59375,1.73797607421875,181.12295907829767
matmult,80,2048,4000,1,1.1911983489990234,409.56640625,19.99835968017578,1138.9426366705416
matmult,80,2048,4000,2,0.6691207885742188,409.56640625,19.99835968017578,1898.536324406196
matmult,80,2048,4000,3,0.6946117877960205,412.12890625,20.12348175048828,2680.2030861187577
matmult,80,2048,4000,4,0.4932782649993896,412.3984375,20.136642456054688,2991.239134863665
matmult,80,2048,4000,5,0.5144119262695312,412.671875,20.14999389648437,2851.4028642916896
matmult,80,2048,4000,6,0.6630351543426514,412.8125,20.1568603515625,3309.1416438740084
matmult,80,2048,4000,7,0.6873092651367188,412.85546875,20.158958435058597,3179.597465866226
matmult,80,2048,4000,8,0.3313057422637939,412.85546875,20.158958435058597,2839.5799529959863
matmult,80,2048,4000,9,0.3982985019683838,412.85546875,20.158958435058597,1951.5746533922927
matmult,80,2048,4000,10,0.5435497760772705,412.85546875,20.158958435058597,3574.8007350793896
matmult,80,2048,500,1,0.0129659175872802,36.85546875,1.7995834350585938,890.774479068072
matmult,80,2048,500,2,0.0034554004669189,36.85546875,1.7995834350585938,169.3229533079848
matmult,80,2048,500,3,0.0053033828735351,36.85546875,1.7995834350585938,173.42464101209774
matmult,80,2048,500,4,0.0035998821258544,36.85546875,1.7995834350585938,119.66095430609496
matmult,80,2048,500,5,0.0062570571899414,36.85546875,1.7995834350585938,177.6133170052456
matmult,80,2048,500,6,0.0055677890777587,36.85546875,1.7995834350585938,174.09344355217254
matmult,80,2048,500,7,0.0056545734405517,36.85546875,1.7995834350585938,174.4437159453448
matmult,80,2048,500,8,0.0089867115020751,36.85546875,1.7995834350585938,178.5544545807981
matmult,80,2048,500,9,0.0079383850097656,36.85546875,1.7995834350585938,177.37411049066162
matmult,80,2048,500,10,0.0058341026306152,36.85546875,1.7995834350585938,174.3321022117351
matmult,32,2048,4000,1,0.8721637725830078,408.23046875,19.933128356933597,1091.6968776715953
matmult,32,2048,4000,2,1.0008342266082764,408.3203125,19.937515258789062,1063.4714177774306
matmult,32,2048,4000,3,0.7206668853759766,409.88671875,20.013999938964844,1567.2926034821146
matmult,32,2048,4000,4,0.6310927867889404,411.546875,20.09506225585937,2162.220559150689
matmult,32,2048,4000,5,0.6825554370880127,411.546875,20.09506225585937,2071.936047847619
matmult,32,2048,4000,6,0.6032233238220215,411.546875,20.09506225585937,2139.478085692503
matmult,32,2048,4000,7,0.6007523536682129,411.6328125,20.09925842285156,1905.714496962787
matmult,32,2048,4000,8,0.704866886138916,411.640625,20.099639892578125,1974.9657393597104
matmult,32,2048,4000,9,0.7237539291381836,411.9921875,20.11680603027344,2684.299469149156
matmult,32,2048,4000,10,0.545098066329956,411.9921875,20.11680603027344,1516.9091569554475
matmult,80,2048,7000,1,1.0075466632843018,1178.1328125,57.52601623535156,4811.373565270143
matmult,80,2048,7000,2,1.1017940044403076,1178.1328125,57.52601623535156,6451.289676582059
matmult,80,2048,7000,3,1.0005311965942385,1178.50390625,57.54413604736328,4123.520738644148
matmult,80,2048,7000,4,1.2645761966705322,1178.50390625,57.54413604736328,6309.073711875638
matmult,80,2048,7000,5,2.137911081314087,1178.50390625,57.54413604736328,4654.70437784828
matmult,80,2048,7000,6,1.9132051467895508,1178.50390625,57.54413604736328,5089.145054723811
matmult,80,2048,7000,7,1.03464674949646,1178.50390625,57.54413604736328,3984.27031850367
matmult,80,2048,7000,8,1.5810072422027588,1178.50390625,57.54413604736328,5494.743470317111
matmult,80,2048,7000,9,1.303093433380127,1179.453125,57.59048461914063,5590.484979299318
matmult,80,2048,7000,10,1.0429213047027588,1179.453125,57.59048461914063,6016.774137958288
matmult,80,2048,2000,1,0.2291383743286132,129.453125,6.320953369140625,861.3891565237689
matmult,80,2048,2000,2,0.3639571666717529,129.87890625,6.341743469238281,500.3089013553256
matmult,80,2048,2000,3,0.1690483093261718,130.84375,6.38885498046875,733.0827731566075
matmult,80,2048,2000,4,0.1832869052886963,131.4921875,6.4205169677734375,721.0289852631579
matmult,80,2048,2000,5,0.0670270919799804,132.31640625,6.460762023925781,1081.7882349517351
matmult,80,2048,2000,6,0.1435997486114502,132.31640625,6.460762023925781,895.3365887053963
matmult,80,2048,2000,7,0.1309711933135986,132.5390625,6.4716339111328125,627.5658834901029
matmult,80,2048,2000,8,0.1215996742248535,132.5390625,6.4716339111328125,1022.9832382318864
matmult,80,2048,2000,9,0.0656847953796386,132.5390625,6.4716339111328125,1110.801702717289
matmult,80,2048,2000,10,0.0742266178131103,132.5390625,6.4716339111328125,1032.831932775665
matmult,96,2048,3000,1,0.394636869430542,245.5546875,11.989974975585938,1068.0620812000002
matmult,96,2048,3000,2,0.6821486949920654,245.5859375,11.991500854492188,697.8474646086821
matmult,96,2048,3000,3,0.2951076030731201,246.9921875,12.060165405273438,2070.848935613993
matmult,96,2048,3000,4,0.5440638065338135,247.82421875,12.100791931152344,1633.8661822646827
matmult,96,2048,3000,5,0.2869405746459961,248.34765625,12.126350402832031,2442.238300413685
matmult,96,2048,3000,6,0.4180362224578857,248.34765625,12.126350402832031,1294.182540720309
matmult,96,2048,3000,7,0.3875281810760498,248.97265625,12.156867980957031,1292.8436476544389
matmult,96,2048,3000,8,0.3374977111816406,249.33984375,12.174797058105469,2266.0453443312
matmult,96,2048,3000,9,0.2686080932617187,249.33984375,12.174797058105469,2410.0807174144966
matmult,96,2048,3000,10,0.2447938919067382,249.33984375,12.174797058105469,2200.888902267781
matmult,32,2048,5000,1,1.3409085273742676,619.6328125,30.25550842285156,1692.2097842152746
matmult,32,2048,5000,2,1.0846552848815918,619.6328125,30.25550842285156,1923.5893609565765
matmult,32,2048,5000,3,1.188392162322998,619.6328125,30.25550842285156,2712.2268826471045
matmult,32,2048,5000,4,1.14705491065979,620.55859375,30.30071258544922,3229.907151717172
matmult,32,2048,5000,5,1.125715255737305,621.03125,30.32379150390625,2568.8013314638147
matmult,32,2048,5000,6,1.0150926113128662,621.03125,30.32379150390625,2487.018972382609
matmult,32,2048,5000,7,1.0539484024047852,621.03125,30.32379150390625,2287.924456330014
matmult,32,2048,5000,8,1.055838108062744,621.03125,30.32379150390625,2074.7212077761974
matmult,32,2048,5000,9,1.1120994091033936,621.03125,30.32379150390625,2734.883282272655
matmult,32,2048,5000,10,0.9759070873260498,621.03125,30.32379150390625,2738.5621657174515
matmult,16,2048,8000,1,6.230453014373779,1524.1328125,74.42054748535156,1685.4925731467015
matmult,16,2048,8000,2,5.65695333480835,1525.4296875,74.48387145996094,1651.8274366081423
matmult,16,2048,8000,3,5.646318674087524,1525.890625,74.50637817382812,1642.663991653881
matmult,16,2048,8000,4,5.601238012313843,1525.890625,74.50637817382812,1674.890286295982
matmult,16,2048,8000,5,6.052852392196655,1525.890625,74.50637817382812,1692.643089504439
matmult,16,2048,8000,6,5.914495944976807,1526.140625,74.51858520507812,1679.081101482057
matmult,16,2048,8000,7,5.5944225788116455,1526.140625,74.51858520507812,1665.6395462372989
matmult,16,2048,8000,8,5.861894845962524,1526.25,74.52392578125,1663.9929776575736
matmult,16,2048,8000,9,5.259702920913696,1526.25,74.52392578125,1682.7800863414634
matmult,16,2048,8000,10,5.275001049041748,1526.71875,74.54681396484375,1677.108006579348
matmult,16,2048,3000,1,0.6486773490905762,246.1796875,12.020492553710938,1284.449247217351
matmult,16,2048,3000,2,0.5474534034729004,246.1796875,12.020492553710938,707.7699219857726
matmult,16,2048,3000,3,0.6914126873016357,247.390625,12.079620361328123,1148.692213816618
matmult,16,2048,3000,4,0.5669047832489014,247.390625,12.079620361328123,1165.663544218845
matmult,16,2048,3000,5,0.5665125846862793,247.828125,12.100982666015623,1260.2768843508447
matmult,16,2048,3000,6,0.5164687633514404,247.828125,12.100982666015623,886.5469107310562
matmult,16,2048,3000,7,0.577430009841919,247.828125,12.100982666015623,800.9695554228856
matmult,16,2048,3000,8,0.6789035797119141,247.828125,12.100982666015623,852.1738404278075
matmult,16,2048,3000,9,0.8704087734222412,247.828125,12.100982666015623,1409.5173134529834
matmult,16,2048,3000,10,0.5847134590148926,247.828125,12.100982666015623,1271.055126629834
matmult,96,2048,500,1,0.0131976604461669,38.390625,1.874542236328125,1010.1741046329656
matmult,96,2048,500,2,0.0037879943847656,38.390625,1.874542236328125,172.8661322787434
matmult,96,2048,500,3,0.0051066875457763,38.390625,1.874542236328125,173.2118536500119
matmult,96,2048,500,4,0.0059790611267089,38.390625,1.874542236328125,172.18998916752804
matmult,96,2048,500,5,0.0049464702606201,38.390625,1.874542236328125,174.6226115046647
matmult,96,2048,500,6,0.0038139820098876,38.390625,1.874542236328125,164.8022128537323
matmult,96,2048,500,7,0.0097477436065673,38.390625,1.874542236328125,177.5309825338721
matmult,96,2048,500,8,0.0097434520721435,38.390625,1.874542236328125,179.65127933968256
matmult,96,2048,500,9,0.0042660236358642,38.390625,1.874542236328125,172.54688763644955
matmult,96,2048,500,10,0.0031538009643554,38.390625,1.874542236328125,171.383069642319
matmult,32,2048,8000,1,3.5925681591033936,1525.9140625,74.50752258300781,3255.2907482084584
matmult,32,2048,8000,2,3.625016689300537,1525.9140625,74.50752258300781,3290.362249614168
matmult,32,2048,8000,3,3.3988356590271,1526.2265625,74.52278137207031,3313.392900228717
matmult,32,2048,8000,4,3.251546621322632,1526.2265625,74.52278137207031,3263.9837716557545
matmult,32,2048,8000,5,3.055160522460937,1526.2265625,74.52278137207031,3301.877873074919
matmult,32,2048,8000,6,3.6513304710388175,1526.84765625,74.55310821533203,3313.4881271905138
matmult,32,2048,8000,7,3.490638017654419,1526.84765625,74.55310821533203,3238.722687979782
matmult,32,2048,8000,8,3.205247640609741,1526.84765625,74.55310821533203,3263.0878934176017
matmult,32,2048,8000,9,3.3907504081726074,1526.84765625,74.55310821533203,3212.671802337313
matmult,32,2048,8000,10,3.178253650665283,1526.84765625,74.55310821533203,3256.1814314649782
matmult,48,2048,5000,1,1.84621000289917,617.66796875,30.159568786621094,1392.0450402056556
matmult,48,2048,5000,2,2.226921319961548,618.23828125,30.18741607666016,1160.642704354889
matmult,48,2048,5000,3,1.075671672821045,620.203125,30.283355712890625,2069.614060218545
matmult,48,2048,5000,4,0.7904477119445801,621.375,30.340576171875,2634.055428248372
matmult,48,2048,5000,5,1.0692956447601318,621.62890625,30.35297393798828,2130.310921767471
