benchmark,cpu_lim,mem_lim,data_size,run_no,exec_time,mem_usage,mem_util,cpu_util
image-process,96,2048,440K,1,0.2768046855926513,80.234375,3.917694091796875,15.981864778761064
image-process,96,2048,440K,2,0.2912359237670898,80.234375,3.917694091796875,29.89963909280904
image-process,96,2048,440K,3,0.2755510807037353,80.234375,3.917694091796875,28.08430420055029
image-process,96,2048,440K,4,0.2853593826293945,80.234375,3.917694091796875,17.704560525949418
image-process,96,2048,440K,5,0.288215160369873,80.234375,3.917694091796875,29.5602138317757
image-process,96,2048,440K,6,0.2827086448669433,80.234375,3.917694091796875,29.558618309037897
image-process,96,2048,440K,7,0.2869315147399902,80.234375,3.917694091796875,24.764448623363087
image-process,96,2048,440K,8,0.2822086811065674,80.234375,3.917694091796875,29.28515927671233
image-process,96,2048,440K,9,0.2798686027526855,80.234375,3.917694091796875,28.96609876442421
image-process,96,2048,440K,10,0.2840251922607422,80.234375,3.917694091796875,28.91493178607157
image-process,96,2048,384K,1,0.0843842029571533,60.56640625,2.957344055175781,1250.322741712318
image-process,96,2048,384K,2,0.0896492004394531,60.56640625,2.957344055175781,10.043637966315126
image-process,96,2048,384K,3,0.0871393680572509,60.56640625,2.957344055175781,9.787078809579898
image-process,96,2048,384K,4,0.0915172100067138,60.56640625,2.957344055175781,10.296574791027156
image-process,96,2048,384K,5,0.0908594131469726,60.56640625,2.957344055175781,5.262044461367603
image-process,96,2048,384K,6,0.0954475402832031,60.56640625,2.957344055175781,10.522872102515423
image-process,96,2048,384K,7,0.0938436985015869,60.56640625,2.957344055175781,10.387082845399936
image-process,96,2048,384K,8,0.0919020175933837,60.56640625,2.957344055175781,10.16273278530134
image-process,96,2048,384K,9,0.0886049270629882,60.56640625,2.957344055175781,9.757091648142268
image-process,96,2048,384K,10,0.0891039371490478,60.56640625,2.957344055175781,9.734630562153605
image-process,96,2048,244K,1,0.2951209545135498,82.3828125,4.0225982666015625,9.42047540623091
image-process,96,2048,244K,2,0.2749168872833252,82.3828125,4.0225982666015625,28.068633260299336
image-process,96,2048,244K,3,0.2664110660552978,82.3828125,4.0225982666015625,27.055747946878338
image-process,96,2048,244K,4,0.2817263603210449,82.3828125,4.0225982666015625,23.792872355416996
image-process,96,2048,244K,5,0.2850761413574219,82.3828125,4.0225982666015625,29.233098753117208
image-process,96,2048,244K,6,0.2873387336730957,82.3828125,4.0225982666015625,28.654055450670874
image-process,96,2048,244K,7,0.2845714092254638,82.3828125,4.0225982666015625,29.35517168698388
image-process,96,2048,244K,8,0.281790018081665,82.3828125,4.0225982666015625,28.426299576173232
image-process,96,2048,244K,9,0.281325101852417,82.3828125,4.0225982666015625,28.72314291851506
image-process,96,2048,244K,10,0.2857797145843506,82.3828125,4.0225982666015625,23.705718921774256
image-process,16,2048,2.4M,1,0.7529041767120361,126.6640625,6.1847686767578125,388.2902121418701
image-process,16,2048,2.4M,2,0.7008960247039795,126.6640625,6.1847686767578125,46.39589033929673
image-process,16,2048,2.4M,3,0.6833243370056152,126.6640625,6.1847686767578125,40.96940447228312
image-process,16,2048,2.4M,4,0.6927669048309326,126.6640625,6.1847686767578125,48.51525372606775
image-process,16,2048,2.4M,5,0.6966493129730225,126.6640625,6.1847686767578125,50.57407613233129
image-process,16,2048,2.4M,6,0.6881589889526367,127.15234375,6.208610534667969,51.46042576271186
image-process,16,2048,2.4M,7,0.693687915802002,127.15234375,6.208610534667969,55.47422929733047
image-process,16,2048,2.4M,8,0.6900041103363037,127.15234375,6.208610534667969,54.78536470588236
image-process,16,2048,2.4M,9,0.7077085971832275,127.15234375,6.208610534667969,58.5574262939926
image-process,16,2048,2.4M,10,0.7155501842498779,127.171875,6.209564208984375,66.0226766451613
image-process,32,2048,928K,1,0.5515537261962891,111.89453125,5.463600158691406,60.75439645875251
image-process,32,2048,928K,2,0.5496692657470703,111.89453125,5.463600158691406,55.221654831251456
image-process,32,2048,928K,3,0.5698168277740479,111.89453125,5.463600158691406,50.52690201564657
image-process,32,2048,928K,4,0.5448040962219238,111.89453125,5.463600158691406,42.728510577777776
image-process,32,2048,928K,5,0.5919656753540039,111.89453125,5.463600158691406,40.847254177136655
image-process,32,2048,928K,6,0.5691211223602295,111.89453125,5.463600158691406,37.29307919463088
image-process,32,2048,928K,7,0.5674386024475098,111.89453125,5.463600158691406,33.47960859606868
image-process,32,2048,928K,8,0.5571367740631104,111.89453125,5.463600158691406,51.60580630209141
image-process,32,2048,928K,9,0.5789592266082764,111.89453125,5.463600158691406,58.79154451612904
image-process,32,2048,928K,10,0.5610191822052002,111.89453125,5.463600158691406,57.57159008420556
image-process,32,2048,384K,1,0.09084153175354,57.44921875,2.805137634277344,471.27850928710257
image-process,32,2048,384K,2,0.0920548439025878,57.44921875,2.805137634277344,10.262511020408164
image-process,32,2048,384K,3,0.086601972579956,57.44921875,2.805137634277344,9.775704096684226
image-process,32,2048,384K,4,0.0915191173553466,57.44921875,2.805137634277344,10.180302590930197
image-process,32,2048,384K,5,0.095327615737915,57.44921875,2.805137634277344,10.448372432724188
image-process,32,2048,384K,6,0.0907497406005859,57.44921875,2.805137634277344,5.045154485023852
image-process,32,2048,384K,7,0.0916628837585449,57.44921875,2.805137634277344,10.032076208441405
image-process,32,2048,384K,8,0.0921027660369873,57.44921875,2.805137634277344,10.055091132222396
image-process,32,2048,384K,9,0.0914740562438964,57.44921875,2.805137634277344,9.893750925521967
image-process,32,2048,384K,10,0.0928833484649658,57.44921875,2.805137634277344,10.162240099875156
image-process,96,2048,928K,1,0.5808062553405762,112.51953125,5.494117736816406,1022.7519001610004
image-process,96,2048,928K,2,0.5614902973175049,112.51953125,5.494117736816406,34.94179951112504
image-process,96,2048,928K,3,0.5362329483032227,112.51953125,5.494117736816406,34.65853201530413
image-process,96,2048,928K,4,0.5577926635742188,112.51953125,5.494117736816406,29.81993102255757
image-process,96,2048,928K,5,0.5606508255004883,112.51953125,5.494117736816406,29.716908896278703
image-process,96,2048,928K,6,0.5574193000793457,112.51953125,5.494117736816406,29.412556451204058
image-process,96,2048,928K,7,0.562171459197998,112.51953125,5.494117736816406,31.504007735368955
image-process,96,2048,928K,8,0.5591938495635986,112.625,5.499267578125,36.14425043037172
image-process,96,2048,928K,9,0.5687522888183594,112.625,5.499267578125,34.78084331056394
image-process,96,2048,928K,10,0.5520148277282715,112.6328125,5.4996490478515625,35.50403106598985
image-process,16,2048,440K,1,0.2610423564910888,79.125,3.863525390625,51.15775595779096
image-process,16,2048,440K,2,0.2878396511077881,79.125,3.863525390625,15.214500975571926
image-process,16,2048,440K,3,0.2828385829925537,79.125,3.863525390625,29.057483964244074
image-process,16,2048,440K,4,0.283189058303833,79.125,3.863525390625,21.976255785619696
image-process,16,2048,440K,5,0.2808735370635986,79.125,3.863525390625,28.927080559179867
image-process,16,2048,440K,6,0.2836480140686035,79.125,3.863525390625,29.5734124877741
image-process,16,2048,440K,7,0.2834954261779785,79.125,3.863525390625,18.12959035781544
image-process,16,2048,440K,8,0.2806918621063232,79.125,3.863525390625,28.92428156201187
image-process,16,2048,440K,9,0.2815661430358886,79.125,3.863525390625,14.609016499805977
