benchmark,cpu_lim,mem_lim,data_size,exec_time,mem_usage,mem_util
matmult,80,2048,500,0.004196167,35.1796875,1.717758179
matmult,80,2048,500,0.004777908,35.1796875,1.717758179
matmult,80,2048,500,0.003556967,35.1796875,1.717758179
matmult,32,2048,4000,0.53135252,408.9570313,19.96860504
matmult,32,2048,4000,0.628669977,410.765625,20.05691528
matmult,32,2048,4000,0.542717934,411.9882813,20.1166153
matmult,32,2048,4000,0.500968218,411.9882813,20.1166153
matmult,32,2048,4000,0.479410887,411.9882813,20.1166153
matmult,32,2048,4000,0.478827477,411.9882813,20.1166153
matmult,32,2048,4000,0.519371271,411.9882813,20.1166153
matmult,32,2048,4000,0.61494422,411.9882813,20.1166153
matmult,32,2048,4000,0.474194765,411.9882813,20.1166153
matmult,32,2048,4000,0.592362404,411.9882813,20.1166153
matmult,80,2048,7000,1.17194891,1177.695313,57.50465393
matmult,80,2048,7000,1.248212099,1177.992188,57.51914978
matmult,80,2048,7000,1.527414322,1178.820313,57.55958557
matmult,80,2048,7000,1.754653454,1178.820313,57.55958557
matmult,80,2048,7000,1.754329205,1179.167969,57.57656097
matmult,80,2048,7000,1.809798956,1179.167969,57.57656097
matmult,80,2048,7000,1.903043985,1179.167969,57.57656097
matmult,80,2048,7000,1.57517457,1179.167969,57.57656097
matmult,80,2048,7000,1.960392714,1179.277344,57.58190155
matmult,80,2048,7000,2.91465044,1179.277344,57.58190155
matmult,80,2048,2000,0.078871727,130.4921875,6.371688843
matmult,80,2048,2000,0.055072546,131.4765625,6.419754028
matmult,80,2048,2000,0.089168072,132.234375,6.456756592
matmult,80,2048,2000,0.175042629,132.234375,6.456756592
matmult,80,2048,2000,0.154690266,132.234375,6.456756592
matmult,80,2048,2000,0.213800669,132.2929688,6.459617615
matmult,80,2048,2000,0.421663523,133.171875,6.502532959
matmult,80,2048,2000,0.221854925,133.171875,6.502532959
matmult,80,2048,2000,0.148591757,133.171875,6.502532959
matmult,80,2048,2000,0.279424429,133.171875,6.502532959
matmult,96,2048,3000,0.430650234,246.0742188,12.01534271
matmult,96,2048,3000,0.273548126,248.3632813,12.12711334
matmult,96,2048,3000,0.545317888,248.3632813,12.12711334
matmult,96,2048,3000,0.539514542,248.3632813,12.12711334
matmult,96,2048,3000,0.528570175,248.40625,12.12921143
matmult,96,2048,3000,0.551099539,248.40625,12.12921143
matmult,96,2048,3000,0.434716225,248.40625,12.12921143
matmult,96,2048,3000,0.348408699,248.40625,12.12921143
matmult,96,2048,3000,0.358572006,248.9023438,12.15343475
matmult,96,2048,3000,0.356479406,248.9023438,12.15343475
matmult,32,2048,5000,0.774492979,620.9375,30.31921387
matmult,32,2048,5000,0.687838316,620.9375,30.31921387
matmult,32,2048,5000,0.808011293,621.140625,30.32913208
matmult,32,2048,5000,0.713533401,621.140625,30.32913208
matmult,32,2048,5000,0.740193844,621.3984375,30.34172058
matmult,32,2048,5000,0.732407093,621.3984375,30.34172058
matmult,32,2048,5000,0.782567501,621.3984375,30.34172058
matmult,32,2048,5000,0.800224781,621.3984375,30.34172058
matmult,32,2048,5000,0.847305059,622.5039063,30.39569855
matmult,32,2048,5000,0.884617567,622.5039063,30.39569855
matmult,16,2048,8000,6.258015394,1526.175781,74.52030182
matmult,16,2048,8000,5.817980766,1526.175781,74.52030182
matmult,16,2048,8000,6.052709341,1526.175781,74.52030182
matmult,16,2048,8000,6.276040077,1526.175781,74.52030182
matmult,16,2048,8000,6.601758957,1526.175781,74.52030182
matmult,16,2048,8000,6.180083036,1526.175781,74.52030182
matmult,16,2048,8000,6.055583715,1526.75,74.54833984
matmult,16,2048,8000,5.515282393,1526.75,74.54833984
matmult,16,2048,8000,6.121350288,1526.75,74.54833984
matmult,16,2048,8000,5.536318064,1526.75,74.54833984
matmult,16,2048,3000,0.711960793,248.078125,12.1131897
matmult,16,2048,3000,0.480280638,248.2382813,12.12100983
matmult,16,2048,3000,0.703773499,248.2382813,12.12100983
matmult,16,2048,3000,0.544856548,248.2382813,12.12100983
matmult,16,2048,3000,0.550058603,248.2382813,12.12100983
matmult,16,2048,3000,0.568585873,248.6484375,12.14103699
matmult,16,2048,3000,0.588125944,248.6484375,12.14103699
matmult,16,2048,3000,0.628825188,248.6484375,12.14103699
matmult,16,2048,3000,0.539585114,248.7460938,12.14580536
matmult,16,2048,3000,0.590334892,248.7460938,12.14580536
matmult,96,2048,500,0.003551483,35.93359375,1.754570007
matmult,96,2048,500,0.004813194,35.93359375,1.754570007
matmult,96,2048,500,0.004409552,35.93359375,1.754570007
matmult,96,2048,500,0.004773617,35.93359375,1.754570007
matmult,96,2048,500,0.007741451,35.93359375,1.754570007
matmult,96,2048,500,0.006170034,35.93359375,1.754570007
matmult,96,2048,500,0.005062103,35.93359375,1.754570007
matmult,96,2048,500,0.010059834,35.93359375,1.754570007
matmult,96,2048,500,0.005285501,35.93359375,1.754570007
matmult,96,2048,500,0.005331516,35.93359375,1.754570007
matmult,32,2048,8000,3.0082376,1525.6875,74.49645996
matmult,32,2048,8000,2.839852333,1525.6875,74.49645996
matmult,32,2048,8000,2.739464998,1526.601563,74.54109192
matmult,32,2048,8000,2.559505939,1526.996094,74.56035614
matmult,32,2048,8000,2.70785737,1527.71875,74.59564209
matmult,32,2048,8000,2.668152332,1527.71875,74.59564209
matmult,32,2048,8000,3.543795347,1527.71875,74.59564209
matmult,32,2048,8000,3.221741915,1527.71875,74.59564209
matmult,32,2048,8000,2.627218723,1527.71875,74.59564209
matmult,32,2048,8000,2.592268705,1527.71875,74.59564209
matmult,48,2048,5000,0.72131753,621.8164063,30.36212921
matmult,48,2048,5000,0.632619858,621.8164063,30.36212921
matmult,48,2048,5000,0.573350906,621.8164063,30.36212921
matmult,48,2048,5000,0.662781477,621.8164063,30.36212921
matmult,48,2048,5000,0.762121677,621.8164063,30.36212921
matmult,48,2048,5000,0.856917143,621.8164063,30.36212921
matmult,48,2048,5000,0.93621397,622.25,30.38330078
matmult,48,2048,5000,0.854397535,622.25,30.38330078
matmult,48,2048,5000,1.033664227,622.25,30.38330078
matmult,48,2048,5000,1.216237545,622.25,30.38330078
matmult,64,2048,1000,0.034986496,55.92578125,2.730751038
matmult,64,2048,1000,0.01433444,56.48828125,2.758216858
matmult,64,2048,1000,0.014054775,56.48828125,2.758216858
matmult,64,2048,1000,0.013928413,56.48828125,2.758216858
matmult,64,2048,1000,0.013029099,56.48828125,2.758216858
matmult,64,2048,1000,0.023296833,56.48828125,2.758216858
matmult,64,2048,1000,0.013539076,56.48828125,2.758216858
matmult,64,2048,1000,0.017125368,56.48828125,2.758216858
matmult,64,2048,1000,0.013994455,56.48828125,2.758216858
matmult,64,2048,1000,0.02444768,56.48828125,2.758216858
matmult,48,2048,6000,0.927477598,875.6171875,42.75474548
matmult,48,2048,6000,0.796523333,876.1875,42.78259277
matmult,48,2048,6000,0.836063623,876.4960938,42.79766083
matmult,48,2048,6000,1.108210325,876.4960938,42.79766083
matmult,48,2048,6000,1.142672777,876.9921875,42.82188416
matmult,48,2048,6000,1.212316036,876.9921875,42.82188416
matmult,48,2048,6000,1.215805054,876.9921875,42.82188416
matmult,48,2048,6000,1.464968443,876.9921875,42.82188416
matmult,48,2048,6000,1.610126495,876.9921875,42.82188416
matmult,48,2048,6000,1.817810297,876.9921875,42.82188416
matmult,96,2048,1000,0.010646582,56.109375,2.739715576
matmult,96,2048,1000,0.022130489,56.109375,2.739715576
matmult,96,2048,1000,0.011026621,56.109375,2.739715576
matmult,96,2048,1000,0.015647173,56.109375,2.739715576
matmult,96,2048,1000,0.024384499,56.109375,2.739715576
matmult,96,2048,1000,0.013355732,56.109375,2.739715576
matmult,96,2048,1000,0.01506114,56.109375,2.739715576
matmult,96,2048,1000,0.013861895,56.109375,2.739715576
matmult,96,2048,1000,0.012917042,56.109375,2.739715576
matmult,96,2048,1000,0.029757023,56.109375,2.739715576
matmult,32,2048,2000,0.075334787,131.6328125,6.427383423
matmult,32,2048,2000,0.072110176,133.1132813,6.499671936
matmult,32,2048,2000,0.051341534,133.3242188,6.509971619
matmult,32,2048,2000,0.061966181,133.3242188,6.509971619
matmult,32,2048,2000,0.103491783,133.3242188,6.509971619
matmult,32,2048,2000,0.046682835,133.3242188,6.509971619
matmult,32,2048,2000,0.244301796,133.3242188,6.509971619
matmult,32,2048,2000,0.244363546,133.3242188,6.509971619
matmult,32,2048,2000,0.395124197,133.3242188,6.509971619
matmult,32,2048,2000,0.297189236,133.3242188,6.509971619
matmult,96,2048,4000,0.367419004,411.6054688,20.09792328
matmult,96,2048,4000,0.389302492,411.9492188,20.11470795
matmult,96,2048,4000,0.341090202,412.4921875,20.14122009
matmult,96,2048,4000,0.400788069,412.4921875,20.14122009
matmult,96,2048,4000,0.356172562,412.4921875,20.14122009
matmult,96,2048,4000,0.311953545,412.4921875,20.14122009
matmult,96,2048,4000,0.35054183,412.4921875,20.14122009
matmult,96,2048,4000,0.30989027,412.4921875,20.14122009
matmult,96,2048,4000,0.535300255,412.4921875,20.14122009
matmult,96,2048,4000,0.263600826,412.4921875,20.14122009
matmult,16,2048,2000,0.192576647,132.8984375,6.489181519
matmult,16,2048,2000,0.181111097,132.8984375,6.489181519
matmult,16,2048,2000,0.230053186,132.8984375,6.489181519
matmult,16,2048,2000,0.244713068,132.8984375,6.489181519
matmult,16,2048,2000,0.255265474,132.8984375,6.489181519
matmult,16,2048,2000,0.226256132,132.8984375,6.489181519
matmult,16,2048,2000,0.366281271,132.8984375,6.489181519
matmult,16,2048,2000,0.32031846,132.8984375,6.489181519
matmult,16,2048,2000,0.272807121,132.8984375,6.489181519
matmult,16,2048,2000,0.332075119,132.8984375,6.489181519
matmult,48,2048,7000,1.327732325,1177.835938,57.51152039
matmult,48,2048,7000,1.401193619,1177.835938,57.51152039
matmult,48,2048,7000,1.710816145,1177.835938,57.51152039
matmult,48,2048,7000,1.927519798,1178.292969,57.53383636
matmult,48,2048,7000,1.913693428,1180.332031,57.63339996
matmult,48,2048,7000,1.901986122,1180.332031,57.63339996
matmult,48,2048,7000,1.622642756,1180.332031,57.63339996
matmult,48,2048,7000,1.809725285,1180.332031,57.63339996
matmult,48,2048,7000,2.435447216,1180.332031,57.63339996
matmult,48,2048,7000,5.810847998,1180.332031,57.63339996
matmult,64,2048,4000,0.418515682,411.515625,20.09353638
matmult,64,2048,4000,0.423502445,411.515625,20.09353638
matmult,64,2048,4000,0.444150209,411.8789063,20.11127472
matmult,64,2048,4000,0.397578716,411.8789063,20.11127472
matmult,64,2048,4000,0.533102036,412.0039063,20.11737823
matmult,64,2048,4000,0.388477087,412.0039063,20.11737823
matmult,64,2048,4000,0.454039335,412.0898438,20.1215744
matmult,64,2048,4000,0.512181997,412.0898438,20.1215744
matmult,64,2048,4000,0.463545084,412.0898438,20.1215744
matmult,64,2048,4000,0.721159697,413.3320313,20.18222809
matmult,96,2048,7000,1.271567345,1177.1875,57.4798584
matmult,96,2048,7000,1.166028976,1178.332031,57.53574371
matmult,96,2048,7000,1.352836132,1179.414063,57.58857727
matmult,96,2048,7000,1.319195271,1179.414063,57.58857727
matmult,96,2048,7000,1.34988451,1179.414063,57.58857727
matmult,96,2048,7000,1.450993299,1179.414063,57.58857727
matmult,96,2048,7000,1.645600796,1179.414063,57.58857727
matmult,96,2048,7000,2.420473337,1179.414063,57.58857727
matmult,96,2048,7000,2.087287188,1179.414063,57.58857727
matmult,96,2048,7000,2.815109968,1179.414063,57.58857727
matmult,64,2048,3000,0.172096729,247.7421875,12.0967865
matmult,64,2048,3000,0.194329023,248.7734375,12.1471405
matmult,64,2048,3000,0.3679111,248.7734375,12.1471405
matmult,64,2048,3000,0.219794273,248.7734375,12.1471405
matmult,64,2048,3000,0.241705656,248.7734375,12.1471405
matmult,64,2048,3000,0.191586733,248.7734375,12.1471405
matmult,64,2048,3000,0.242606163,248.7734375,12.1471405
matmult,64,2048,3000,0.160470486,248.7734375,12.1471405
matmult,64,2048,3000,0.191853523,248.7734375,12.1471405
matmult,64,2048,3000,0.184297085,248.7734375,12.1471405
matmult,80,2048,1000,0.013607979,56.84765625,2.775764465
matmult,80,2048,1000,0.013441324,56.84765625,2.775764465
matmult,80,2048,1000,0.016800165,56.84765625,2.775764465
matmult,80,2048,1000,0.013091326,56.84765625,2.775764465
matmult,80,2048,1000,0.025142908,56.84765625,2.775764465
matmult,80,2048,1000,0.016011477,56.84765625,2.775764465
matmult,80,2048,1000,0.013727427,56.84765625,2.775764465
matmult,80,2048,1000,0.023309946,56.84765625,2.775764465
matmult,80,2048,1000,0.011663198,56.84765625,2.775764465
matmult,80,2048,1000,0.02974391,56.84765625,2.775764465
matmult,80,2048,8000,1.600558281,1525.90625,74.50714111
matmult,80,2048,8000,1.761037827,1525.90625,74.50714111
matmult,80,2048,8000,1.830519199,1525.90625,74.50714111
matmult,80,2048,8000,2.017397881,1525.90625,74.50714111
matmult,80,2048,8000,2.580318213,1525.90625,74.50714111
matmult,80,2048,8000,3.183276176,1525.90625,74.50714111
matmult,80,2048,8000,3.250575542,1525.972656,74.51038361
matmult,80,2048,8000,4.733072519,1525.972656,74.51038361
matmult,80,2048,8000,2.607927799,1525.972656,74.51038361
matmult,80,2048,8000,2.651996851,1525.972656,74.51038361
matmult,80,2048,3000,0.202736855,247.8007813,12.09964752
matmult,80,2048,3000,0.237206459,248.6367188,12.14046478
matmult,80,2048,3000,0.215123415,248.6367188,12.14046478
matmult,80,2048,3000,0.24703002,248.6367188,12.14046478
matmult,80,2048,3000,0.197944403,248.6367188,12.14046478
matmult,80,2048,3000,0.2463274,248.6367188,12.14046478
matmult,80,2048,3000,0.191655159,248.6367188,12.14046478
matmult,80,2048,3000,0.253652096,248.6367188,12.14046478
matmult,80,2048,3000,0.255719662,249.0039063,12.15839386
matmult,80,2048,3000,0.195495844,249.0039063,12.15839386
matmult,96,2048,2000,0.101093054,133.0859375,6.498336792
matmult,96,2048,2000,0.073570013,133.0859375,6.498336792
matmult,96,2048,2000,0.076663494,133.0859375,6.498336792
matmult,96,2048,2000,0.095976114,133.0859375,6.498336792
matmult,96,2048,2000,0.102243185,133.6601563,6.526374817
matmult,96,2048,2000,0.132224083,133.6601563,6.526374817
matmult,96,2048,2000,0.050559282,133.6601563,6.526374817
matmult,96,2048,2000,0.104037046,133.6601563,6.526374817
matmult,96,2048,2000,0.134248734,133.6601563,6.526374817
matmult,96,2048,2000,0.146608829,133.6601563,6.526374817
matmult,16,2048,500,0.004355431,35.484375,1.732635498
matmult,16,2048,500,0.0049963,35.484375,1.732635498
matmult,16,2048,500,0.003511906,35.484375,1.732635498
matmult,16,2048,500,0.005955935,35.484375,1.732635498
matmult,16,2048,500,0.004889488,35.484375,1.732635498
matmult,16,2048,500,0.00676918,35.484375,1.732635498
matmult,16,2048,500,0.004212856,35.484375,1.732635498
matmult,16,2048,500,0.004420519,35.484375,1.732635498
matmult,16,2048,500,0.004577637,35.484375,1.732635498
matmult,16,2048,500,0.004351377,35.484375,1.732635498
matmult,64,2048,5000,0.69445467,619.8242188,30.26485443
matmult,64,2048,5000,0.738363504,620.7109375,30.30815125
matmult,64,2048,5000,0.790491343,620.7109375,30.30815125
matmult,64,2048,5000,1.071578503,621.0742188,30.32588959
matmult,64,2048,5000,1.187714577,621.2734375,30.33561707
matmult,64,2048,5000,1.514238358,621.2734375,30.33561707
matmult,64,2048,5000,1.107975006,621.8359375,30.36308289
matmult,64,2048,5000,1.425556421,623.1640625,30.42793274
matmult,64,2048,5000,1.505913973,623.1640625,30.42793274
matmult,64,2048,5000,1.239004612,623.1640625,30.42793274
matmult,96,2048,8000,1.561615467,1526.265625,74.52468872
matmult,96,2048,8000,1.690047264,1526.265625,74.52468872
matmult,96,2048,8000,1.798588276,1526.328125,74.52774048
matmult,96,2048,8000,2.047752142,1526.328125,74.52774048
matmult,96,2048,8000,2.595202684,1526.328125,74.52774048
matmult,96,2048,8000,2.862154245,1526.328125,74.52774048
matmult,96,2048,8000,2.902714252,1526.761719,74.54891205
matmult,96,2048,8000,3.771639824,1526.871094,74.55425262
matmult,96,2048,8000,3.309693813,1526.871094,74.55425262
matmult,96,2048,8000,2.6245327,1526.871094,74.55425262
matmult,16,2048,7000,4.399737597,1178.574219,57.54756927
matmult,16,2048,7000,4.200023413,1178.863281,57.56168365
matmult,16,2048,7000,4.096116543,1178.863281,57.56168365
matmult,16,2048,7000,4.330037832,1178.863281,57.56168365
matmult,16,2048,7000,4.015699387,1178.863281,57.56168365
matmult,16,2048,7000,4.407006264,1178.863281,57.56168365
matmult,16,2048,7000,4.137258053,1178.863281,57.56168365
