benchmark,cpu_lim,mem_lim,data_size,exec_time,mem_usage,mem_util
matmult,16,2048,7000,3.994142294,1178.863281,57.56168365
matmult,16,2048,7000,4.216400862,1178.863281,57.56168365
matmult,16,2048,7000,4.335684061,1178.960938,57.56645203
matmult,64,2048,2000,0.055776834,132.2460938,6.457328796
matmult,64,2048,2000,0.079974174,132.2460938,6.457328796
matmult,64,2048,2000,0.089723825,132.2460938,6.457328796
matmult,64,2048,2000,0.115361452,132.5078125,6.470108032
matmult,64,2048,2000,0.114657164,132.5078125,6.470108032
matmult,64,2048,2000,0.189516068,132.5078125,6.470108032
matmult,64,2048,2000,0.181380033,132.5078125,6.470108032
matmult,64,2048,2000,0.183307409,132.5078125,6.470108032
matmult,64,2048,2000,0.221140146,132.5078125,6.470108032
matmult,64,2048,2000,0.323520422,132.609375,6.475067139
matmult,48,2048,500,0.004061699,34.73046875,1.695823669
matmult,48,2048,500,0.003582239,34.73046875,1.695823669
matmult,48,2048,500,0.003476381,34.73046875,1.695823669
matmult,48,2048,500,0.004039526,34.73046875,1.695823669
matmult,48,2048,500,0.005986452,34.73046875,1.695823669
matmult,48,2048,500,0.003523827,34.73046875,1.695823669
matmult,48,2048,500,0.009831667,34.73046875,1.695823669
matmult,48,2048,500,0.006012678,34.73046875,1.695823669
matmult,48,2048,500,0.00390172,34.875,1.702880859
matmult,48,2048,500,0.003844738,34.875,1.702880859
matmult,48,2048,2000,0.114255667,131.2734375,6.409835815
matmult,48,2048,2000,0.054453373,131.71875,6.43157959
matmult,48,2048,2000,0.104082584,132.046875,6.447601318
matmult,48,2048,2000,0.11013341,132.046875,6.447601318
matmult,48,2048,2000,0.111961842,132.1679688,6.453514099
matmult,48,2048,2000,0.221789598,132.1679688,6.453514099
matmult,48,2048,2000,0.066011906,132.1679688,6.453514099
matmult,48,2048,2000,0.138763428,132.1679688,6.453514099
matmult,48,2048,2000,0.176470995,132.1679688,6.453514099
matmult,48,2048,2000,0.124477148,132.1679688,6.453514099
matmult,96,2048,6000,0.900263786,874.4335938,42.69695282
matmult,96,2048,6000,1.056470394,877.4765625,42.84553528
matmult,96,2048,6000,1.160937071,877.4765625,42.84553528
matmult,96,2048,6000,1.183039427,877.4765625,42.84553528
matmult,96,2048,6000,1.137118816,877.4765625,42.84553528
matmult,96,2048,6000,1.265825033,877.4765625,42.84553528
matmult,96,2048,6000,1.411620855,877.5507813,42.84915924
matmult,96,2048,6000,1.607441902,877.5507813,42.84915924
matmult,96,2048,6000,1.853511572,877.5507813,42.84915924
matmult,96,2048,6000,2.837891102,877.5507813,42.84915924
matmult,16,2048,1000,0.015081882,57.94921875,2.829551697
matmult,16,2048,1000,0.012518406,57.94921875,2.829551697
matmult,16,2048,1000,0.010817289,57.94921875,2.829551697
matmult,16,2048,1000,0.016335964,57.94921875,2.829551697
matmult,16,2048,1000,0.01115799,57.94921875,2.829551697
matmult,16,2048,1000,0.022161722,57.94921875,2.829551697
matmult,16,2048,1000,0.015650511,57.94921875,2.829551697
matmult,16,2048,1000,0.01898241,57.94921875,2.829551697
matmult,16,2048,1000,0.012702703,57.94921875,2.829551697
matmult,16,2048,1000,0.021634817,57.94921875,2.829551697
matmult,80,2048,5000,0.663905859,621.3828125,30.34095764
matmult,80,2048,5000,0.682878494,621.3828125,30.34095764
matmult,80,2048,5000,0.762687445,621.6171875,30.35240173
matmult,80,2048,5000,0.694893837,621.6171875,30.35240173
matmult,80,2048,5000,0.809297323,621.6171875,30.35240173
matmult,80,2048,5000,0.890160084,621.6171875,30.35240173
matmult,80,2048,5000,0.843265295,621.6171875,30.35240173
matmult,80,2048,5000,0.942596436,621.9335938,30.36785126
matmult,80,2048,5000,1.011305809,621.9335938,30.36785126
matmult,80,2048,5000,1.184978962,621.9335938,30.36785126
matmult,32,2048,7000,1.989479303,1178.796875,57.55844116
matmult,32,2048,7000,1.706403017,1178.796875,57.55844116
matmult,32,2048,7000,2.063613415,1178.796875,57.55844116
matmult,32,2048,7000,2.132193565,1178.796875,57.55844116
matmult,32,2048,7000,1.940875769,1178.796875,57.55844116
matmult,32,2048,7000,1.888904095,1178.796875,57.55844116
matmult,32,2048,7000,2.281311989,1178.796875,57.55844116
matmult,32,2048,7000,2.62876749,1178.796875,57.55844116
matmult,32,2048,7000,4.103896379,1178.796875,57.55844116
matmult,32,2048,7000,2.628287792,1178.796875,57.55844116
